photo_id,path,angle_label,width,height,file_size,split,extension
180__none__248169,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\248169.jpeg,180,256,144,3492,none,.jpeg
180__none__59649,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\59649.jpeg,180,256,144,3098,none,.jpeg
0__none__95563,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\95563.jpeg,0,256,192,5014,none,.jpeg
90__none__191743,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\191743.jpeg,90,256,144,3959,none,.jpeg
180__none__117999,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\117999.jpeg,180,256,144,3652,none,.jpeg
180__none__466044,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\466044.jpeg,180,256,192,3376,none,.jpeg
270__none__368158,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\368158.jpeg,270,256,192,4835,none,.jpeg
0__none__386177,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\386177.jpeg,0,256,192,5055,none,.jpeg
180__none__325882,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\325882.jpeg,180,256,192,8093,none,.jpeg
90__none__310741,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\310741.jpeg,90,256,144,4196,none,.jpeg
130__none__158220,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\158220.jpeg,130,256,192,3986,none,.jpeg
130__none__327321,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\327321.jpeg,130,256,144,3959,none,.jpeg
180__none__73288,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\73288.jpeg,180,256,191,6349,none,.jpeg
130__none__374381,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\374381.jpeg,130,256,192,3641,none,.jpeg
0__none__85249,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\85249.jpeg,0,256,192,5812,none,.jpeg
270__none__302425,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\302425.jpeg,270,256,124,5957,none,.jpeg
180__none__488407,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\488407.jpeg,180,256,192,8230,none,.jpeg
180__none__453562,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\453562.jpeg,180,256,191,7604,none,.jpeg
0__none__349680,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\349680.jpeg,0,256,191,7800,none,.jpeg
270__none__424008,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\424008.jpeg,270,256,191,6370,none,.jpeg
0__none__157313,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\157313.jpeg,0,256,192,11258,none,.jpeg
0__none__136959,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\136959.jpeg,0,256,192,6626,none,.jpeg
270__none__387319,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\387319.jpeg,270,256,192,4915,none,.jpeg
0__none__348782,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\348782.jpeg,0,256,144,2719,none,.jpeg
130__none__222499,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\222499.jpeg,130,256,144,4404,none,.jpeg
90__none__106613,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\106613.jpeg,90,256,144,4401,none,.jpeg
180__none__344249,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\344249.jpeg,180,256,144,3240,none,.jpeg
90__none__111152,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\111152.jpeg,90,256,144,3890,none,.jpeg
0__none__228264,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\228264.jpeg,0,256,192,7735,none,.jpeg
90__none__30691,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\30691.jpeg,90,256,144,4002,none,.jpeg
180__none__409654,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\409654.jpeg,180,256,192,4602,none,.jpeg
0__none__184558,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\184558.jpeg,0,256,192,5897,none,.jpeg
130__none__179255,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\179255.jpeg,130,256,144,4215,none,.jpeg
130__none__302828,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\302828.jpeg,130,256,192,5159,none,.jpeg
270__none__345233,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\345233.jpeg,270,256,144,4660,none,.jpeg
180__none__118735,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\118735.jpeg,180,256,144,4322,none,.jpeg
130__none__151712,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\151712.jpeg,130,256,192,6009,none,.jpeg
90__none__326138,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\326138.jpeg,90,256,144,4480,none,.jpeg
90__none__89091,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\89091.jpeg,90,256,144,4125,none,.jpeg
130__none__409525,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\409525.jpeg,130,256,192,4601,none,.jpeg
90__none__157560,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\157560.jpeg,90,256,192,5564,none,.jpeg
180__none__365170,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\365170.jpeg,180,256,144,4186,none,.jpeg
0__none__436282,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\436282.jpeg,0,256,144,4124,none,.jpeg
130__none__419522,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\419522.jpeg,130,256,144,4507,none,.jpeg
270__none__317085,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\317085.jpeg,270,256,192,4788,none,.jpeg
270__none__259134,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\259134.jpeg,270,256,192,5912,none,.jpeg
130__none__99285,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\99285.jpeg,130,256,144,4029,none,.jpeg
130__none__191844,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\191844.jpeg,130,256,144,3615,none,.jpeg
90__none__156919,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\156919.jpeg,90,256,179,3570,none,.jpeg
0__none__230774,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\230774.jpeg,0,256,192,4882,none,.jpeg
130__none__421145,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\421145.jpeg,130,256,192,6773,none,.jpeg
90__none__206793,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\206793.jpeg,90,256,144,5687,none,.jpeg
130__none__254342,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\254342.jpeg,130,256,192,7973,none,.jpeg
130__none__245872,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\245872.jpeg,130,256,192,4708,none,.jpeg
270__none__361312,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\361312.jpeg,270,256,191,4219,none,.jpeg
0__none__151112,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\151112.jpeg,0,256,192,5897,none,.jpeg
130__none__251207,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\251207.jpeg,130,256,144,4194,none,.jpeg
0__none__227322,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\227322.jpeg,0,256,144,3518,none,.jpeg
90__none__284552,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\284552.jpeg,90,256,192,4415,none,.jpeg
0__none__325770,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\325770.jpeg,0,256,192,7248,none,.jpeg
90__none__95199,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\95199.jpeg,90,256,144,4549,none,.jpeg
180__none__98888,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\98888.jpeg,180,256,144,3615,none,.jpeg
180__none__468132,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\468132.jpeg,180,256,163,4592,none,.jpeg
130__none__416722,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\416722.jpeg,130,256,144,5052,none,.jpeg
270__none__300560,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\300560.jpeg,270,256,144,4705,none,.jpeg
270__none__478045,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\478045.jpeg,270,256,192,6250,none,.jpeg
0__none__341089,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\341089.jpeg,0,256,192,5644,none,.jpeg
180__none__374603,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\374603.jpeg,180,256,192,8941,none,.jpeg
180__none__345781,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\345781.jpeg,180,256,144,3104,none,.jpeg
270__none__238800,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\238800.jpeg,270,256,144,4455,none,.jpeg
180__none__84240,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\84240.jpeg,180,256,170,9165,none,.jpeg
270__none__424747,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\424747.jpeg,270,256,144,3984,none,.jpeg
270__none__420491,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\420491.jpeg,270,256,192,5470,none,.jpeg
270__none__445425,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\445425.jpeg,270,256,170,5031,none,.jpeg
270__none__242672,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\242672.jpeg,270,256,144,5328,none,.jpeg
0__none__202727,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\202727.jpeg,0,256,144,2289,none,.jpeg
270__none__352399,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\352399.jpeg,270,256,144,4997,none,.jpeg
0__none__95940,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\95940.jpeg,0,256,192,5457,none,.jpeg
180__none__294759,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\294759.jpeg,180,256,144,3540,none,.jpeg
0__none__481368,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\481368.jpeg,0,256,170,3493,none,.jpeg
130__none__498827,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\498827.jpeg,130,256,192,4668,none,.jpeg
90__none__295190,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\295190.jpeg,90,256,144,5263,none,.jpeg
270__none__448989,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\448989.jpeg,270,256,192,5860,none,.jpeg
180__none__116843,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\116843.jpeg,180,256,144,3040,none,.jpeg
130__none__186888,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\186888.jpeg,130,256,144,4544,none,.jpeg
180__none__194244,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\194244.jpeg,180,256,192,7058,none,.jpeg
90__none__333031,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\333031.jpeg,90,256,144,4787,none,.jpeg
90__none__293254,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\293254.jpeg,90,256,144,5026,none,.jpeg
270__none__292253,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\292253.jpeg,270,256,144,4577,none,.jpeg
90__none__249030,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\249030.jpeg,90,256,144,5420,none,.jpeg
0__none__196304,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\196304.jpeg,0,256,192,6127,none,.jpeg
0__none__203293,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\203293.jpeg,0,256,192,7392,none,.jpeg
180__none__360193,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\360193.jpeg,180,256,144,3336,none,.jpeg
0__none__254112,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\254112.jpeg,0,256,191,9693,none,.jpeg
270__none__319198,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\319198.jpeg,270,256,144,5849,none,.jpeg
180__none__440578,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\440578.jpeg,180,256,144,3896,none,.jpeg
130__none__156981,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\156981.jpeg,130,256,192,4668,none,.jpeg
130__none__261780,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\261780.jpeg,130,256,144,4366,none,.jpeg
180__none__377469,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\377469.jpeg,180,256,144,3075,none,.jpeg
0__none__315572,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\315572.jpeg,0,256,192,7008,none,.jpeg
0__none__403928,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\403928.jpeg,0,256,170,6381,none,.jpeg
180__none__212609,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\212609.jpeg,180,256,144,3324,none,.jpeg
180__none__200462,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\200462.jpeg,180,256,144,6264,none,.jpeg
130__none__349440,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\349440.jpeg,130,256,144,3962,none,.jpeg
130__none__252808,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\252808.jpeg,130,256,144,4237,none,.jpeg
130__none__460541,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\460541.jpeg,130,256,144,3598,none,.jpeg
130__none__257775,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\257775.jpeg,130,256,144,3620,none,.jpeg
0__none__399458,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\399458.jpeg,0,256,170,6124,none,.jpeg
130__none__395620,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\395620.jpeg,130,256,143,6482,none,.jpeg
180__none__359273,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\359273.jpeg,180,256,191,5575,none,.jpeg
270__none__409024,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\409024.jpeg,270,256,192,4606,none,.jpeg
90__none__331385,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\331385.jpeg,90,256,144,3695,none,.jpeg
130__none__257338,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\257338.jpeg,130,256,144,3428,none,.jpeg
90__none__228900,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\228900.jpeg,90,256,192,4742,none,.jpeg
130__none__489247,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\489247.jpeg,130,256,192,4032,none,.jpeg
0__none__371039,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\371039.jpeg,0,256,192,7439,none,.jpeg
130__none__257821,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\257821.jpeg,130,256,144,4538,none,.jpeg
130__none__239709,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\239709.jpeg,130,256,192,6428,none,.jpeg
180__none__89515,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\89515.jpeg,180,256,192,5505,none,.jpeg
180__none__197390,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\197390.jpeg,180,256,144,3633,none,.jpeg
180__none__75945,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\75945.jpeg,180,256,179,6991,none,.jpeg
270__none__497044,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\497044.jpeg,270,256,192,4714,none,.jpeg
130__none__240640,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\240640.jpeg,130,256,144,3782,none,.jpeg
130__none__426666,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\426666.jpeg,130,256,144,4084,none,.jpeg
0__none__452978,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\452978.jpeg,0,256,170,5594,none,.jpeg
90__none__337104,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\337104.jpeg,90,256,192,3906,none,.jpeg
180__none__182104,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\182104.jpeg,180,256,144,2651,none,.jpeg
0__none__149927,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\149927.jpeg,0,256,192,4301,none,.jpeg
180__none__331772,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\331772.jpeg,180,256,144,4038,none,.jpeg
130__none__445750,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\445750.jpeg,130,256,192,6868,none,.jpeg
0__none__99547,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\99547.jpeg,0,256,144,3458,none,.jpeg
130__none__237573,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\237573.jpeg,130,256,144,4237,none,.jpeg
270__none__375731,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\375731.jpeg,270,256,192,5049,none,.jpeg
130__none__325865,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\325865.jpeg,130,256,144,4205,none,.jpeg
90__none__136395,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\136395.jpeg,90,256,192,4278,none,.jpeg
270__none__395510,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\395510.jpeg,270,256,170,4908,none,.jpeg
270__none__413684,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\413684.jpeg,270,256,192,4084,none,.jpeg
270__none__358983,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\358983.jpeg,270,256,144,5024,none,.jpeg
130__none__111207,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\111207.jpeg,130,256,144,4041,none,.jpeg
180__none__75170,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\75170.jpeg,180,256,144,3647,none,.jpeg
90__none__227369,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\227369.jpeg,90,256,192,4598,none,.jpeg
270__none__191687,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\191687.jpeg,270,256,144,2133,none,.jpeg
270__none__463449,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\463449.jpeg,270,256,192,5436,none,.jpeg
0__none__418796,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\418796.jpeg,0,256,144,2581,none,.jpeg
180__none__453900,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\453900.jpeg,180,256,192,6609,none,.jpeg
90__none__193487,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\193487.jpeg,90,256,192,5417,none,.jpeg
270__none__434299,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\434299.jpeg,270,256,144,4196,none,.jpeg
130__none__447373,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\447373.jpeg,130,256,144,5133,none,.jpeg
0__none__188756,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\188756.jpeg,0,256,144,4984,none,.jpeg
0__none__401347,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\401347.jpeg,0,256,192,5468,none,.jpeg
90__none__131075,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\131075.jpeg,90,256,144,5129,none,.jpeg
0__none__246149,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\246149.jpeg,0,256,192,5524,none,.jpeg
180__none__462761,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\462761.jpeg,180,256,192,5757,none,.jpeg
180__none__365871,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\365871.jpeg,180,256,192,3354,none,.jpeg
270__none__276021,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\276021.jpeg,270,256,144,4816,none,.jpeg
130__none__393263,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\393263.jpeg,130,256,144,4516,none,.jpeg
180__none__229072,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\229072.jpeg,180,256,144,3001,none,.jpeg
0__none__452633,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\452633.jpeg,0,256,191,3838,none,.jpeg
130__none__129772,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\129772.jpeg,130,256,192,3821,none,.jpeg
0__none__298465,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\298465.jpeg,0,256,144,3575,none,.jpeg
270__none__187731,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\187731.jpeg,270,256,144,3882,none,.jpeg
180__none__451232,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\451232.jpeg,180,256,170,5411,none,.jpeg
130__none__449419,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\449419.jpeg,130,256,144,4673,none,.jpeg
180__none__179352,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\179352.jpeg,180,256,192,4054,none,.jpeg
0__none__340541,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\340541.jpeg,0,256,144,3881,none,.jpeg
130__none__224455,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\224455.jpeg,130,256,144,4420,none,.jpeg
180__none__407663,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\407663.jpeg,180,256,192,3965,none,.jpeg
270__none__466185,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\466185.jpeg,270,256,144,4151,none,.jpeg
270__none__206570,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\206570.jpeg,270,256,192,5162,none,.jpeg
0__none__390635,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\390635.jpeg,0,256,192,3862,none,.jpeg
0__none__242551,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\242551.jpeg,0,256,144,4039,none,.jpeg
0__none__302275,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\302275.jpeg,0,256,191,5141,none,.jpeg
0__none__321370,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\321370.jpeg,0,256,144,3216,none,.jpeg
90__none__216809,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\216809.jpeg,90,256,192,4940,none,.jpeg
