photo_id,local_path,evaluation_category
cars__8cd5e1f8-315b-40f0-a00b-3d73ad4c2c49.jpg_8cd5e1f8-315b-40f0-a00b-3d73ad4c2c49,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cars\8cd5e1f8-315b-40f0-a00b-3d73ad4c2c49.jpg_8cd5e1f8-315b-40f0-a00b-3d73ad4c2c49.jpg,cars
cars__8d8cf53a-d08a-46c8-a5c8-20fd63293fde.jpg_8d8cf53a-d08a-46c8-a5c8-20fd63293fde,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cars\8d8cf53a-d08a-46c8-a5c8-20fd63293fde.jpg_8d8cf53a-d08a-46c8-a5c8-20fd63293fde.jpg,cars
cat__00357563a7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\00357563a7.jpg,cat
cat__029c926ce9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\029c926ce9.jpg,cat
cat__057e6db146,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\057e6db146.jpg,cat
cat__087d293433,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\087d293433.jpg,cat
cat__094ac674a9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\094ac674a9.jpg,cat
cat__0b54dde5f5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\0b54dde5f5.jpg,cat
cat__0c3d04bcf5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\0c3d04bcf5.jpg,cat
cat__0cfaf08fce,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\0cfaf08fce.jpg,cat
cat__0d0d6d90d8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\0d0d6d90d8.jpg,cat
cat__11883c3dd8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\11883c3dd8.jpg,cat
cat__124eecb74f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\124eecb74f.jpg,cat
cat__15b23c04b7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\15b23c04b7.jpg,cat
cat__1a2dce7848,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\1a2dce7848.jpg,cat
cat__1f016e1910,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\1f016e1910.jpg,cat
cat__2a40de8365,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\2a40de8365.jpg,cat
cat__2d7dc1ddb5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\2d7dc1ddb5.jpg,cat
cat__31ae8d36b6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\31ae8d36b6.jpg,cat
cat__32cd00f171,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\32cd00f171.jpg,cat
cat__3321ec48a8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\3321ec48a8.jpg,cat
cat__34fb30ecc5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\34fb30ecc5.jpg,cat
cat__354bb2acdf,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\354bb2acdf.jpg,cat
cat__39ae72da61,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\39ae72da61.jpg,cat
cat__3f3a2aaef2,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\3f3a2aaef2.jpg,cat
cat__46af339620,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\46af339620.jpg,cat
cat__4815f8dfaa,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\4815f8dfaa.jpg,cat
cat__4bd8b7789f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\4bd8b7789f.jpg,cat
cat__4c6ff6dae0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\4c6ff6dae0.jpg,cat
cat__578d493138,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\578d493138.jpg,cat
cat__5a5cdbdc6b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\5a5cdbdc6b.jpg,cat
cat__5aaea25f27,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\5aaea25f27.jpg,cat
cat__5e07a0666d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\5e07a0666d.jpg,cat
cat__6128bd1a84,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\6128bd1a84.jpg,cat
cat__612c521481,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\612c521481.jpg,cat
cat__6296ca5ccf,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\6296ca5ccf.jpg,cat
cat__636b432421,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\636b432421.jpg,cat
cat__66548aefad,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\66548aefad.jpg,cat
cat__67dc417509,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\67dc417509.jpg,cat
cat__68a2e3af59,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\68a2e3af59.jpg,cat
cat__6a5e9eac29,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\6a5e9eac29.jpg,cat
cat__6edc079fcf,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\6edc079fcf.jpg,cat
cat__6fe978c917,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\6fe978c917.jpg,cat
cat__71756f7bd0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\71756f7bd0.jpg,cat
cat__71c2375c64,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\71c2375c64.jpg,cat
cat__72c56919f9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\72c56919f9.jpg,cat
cat__730d6a8791,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\730d6a8791.jpg,cat
cat__76273ddb00,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\76273ddb00.jpg,cat
cat__77dee19720,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\77dee19720.jpg,cat
cat__78359cbe21,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\78359cbe21.jpg,cat
cat__7f923c6676,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\7f923c6676.jpg,cat
cat__81b58d7d07,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\81b58d7d07.jpg,cat
cat__83e8a824a2,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\83e8a824a2.jpg,cat
cat__84db062d1f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\84db062d1f.jpg,cat
cat__8aefee4c2c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\8aefee4c2c.jpg,cat
cat__8af49688fa,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\8af49688fa.jpg,cat
cat__8d88a86d91,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\8d88a86d91.jpg,cat
cat__9293137b5d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\9293137b5d.jpg,cat
cat__98470f6918,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\98470f6918.jpg,cat
cat__9d21019336,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\9d21019336.jpg,cat
cat__9e020b77ac,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\9e020b77ac.jpg,cat
cat__9fd544a838,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\cat\9fd544a838.jpg,cat
dog__01c6b7230c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\01c6b7230c.jpg,dog
dog__024a037366,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\024a037366.jpg,dog
dog__05b151f72d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\05b151f72d.jpg,dog
dog__084a6888d7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\084a6888d7.jpg,dog
dog__0a73823599,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0a73823599.jpg,dog
dog__0b6670809d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0b6670809d.jpg,dog
dog__0be3797d3d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0be3797d3d.jpg,dog
dog__0d33157df8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0d33157df8.jpg,dog
dog__0df912089d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0df912089d.jpg,dog
dog__0ff0ba075e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\0ff0ba075e.jpg,dog
dog__17f6784a37,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\17f6784a37.jpg,dog
dog__1c768b0135,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\1c768b0135.jpg,dog
dog__1d97824ca1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\1d97824ca1.jpg,dog
dog__22f99b4396,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\22f99b4396.jpg,dog
dog__23c5c07d8d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\23c5c07d8d.jpg,dog
dog__26c7056eda,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\26c7056eda.jpg,dog
dog__2a74dd288c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\2a74dd288c.jpg,dog
dog__2a8a6a6050,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\2a8a6a6050.jpg,dog
dog__2afd300e67,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\2afd300e67.jpg,dog
dog__2cfd581819,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\2cfd581819.jpg,dog
dog__2f0043ea55,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\2f0043ea55.jpg,dog
dog__36c2df0788,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\36c2df0788.jpg,dog
dog__3f956b8d4c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\3f956b8d4c.jpg,dog
dog__3fb7d7c4ef,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\3fb7d7c4ef.jpg,dog
dog__41f5881bb6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\41f5881bb6.jpg,dog
dog__44a1bbc202,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\44a1bbc202.jpg,dog
dog__4aacd195b5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\4aacd195b5.jpg,dog
dog__4db9316411,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\4db9316411.jpg,dog
dog__4ddebbca9a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\4ddebbca9a.jpg,dog
dog__4df813f7f1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\4df813f7f1.jpg,dog
dog__4fdbeb98ad,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\4fdbeb98ad.jpg,dog
dog__58b4804b9e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\58b4804b9e.jpg,dog
dog__5c641a8bde,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\5c641a8bde.jpg,dog
dog__5d961159a7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\5d961159a7.jpg,dog
dog__62ebcbaf99,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\62ebcbaf99.jpg,dog
dog__63b74efb32,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\63b74efb32.jpg,dog
dog__6a5c5cce2c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\6a5c5cce2c.jpg,dog
dog__6afa462776,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\6afa462776.jpg,dog
dog__6be2081479,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\6be2081479.jpg,dog
dog__76bad2abea,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\76bad2abea.jpg,dog
dog__7a42ed2c8d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7a42ed2c8d.jpg,dog
dog__7a47b70b45,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7a47b70b45.jpg,dog
dog__7b0c4e73fd,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7b0c4e73fd.jpg,dog
dog__7bee213463,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7bee213463.jpg,dog
dog__7c43d5ca9e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7c43d5ca9e.jpg,dog
dog__7ca88b95e5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7ca88b95e5.jpg,dog
dog__7f45bd0030,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\7f45bd0030.jpg,dog
dog__82a669ccf6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\82a669ccf6.jpg,dog
dog__86ca756626,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\86ca756626.jpg,dog
dog__87bfbc889f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\87bfbc889f.jpg,dog
dog__88dcdf1906,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\88dcdf1906.jpg,dog
dog__89af0e8454,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\89af0e8454.jpg,dog
dog__8c6a936c9a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\8c6a936c9a.jpg,dog
dog__8deb324d92,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\8deb324d92.jpg,dog
dog__8edafffd38,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\8edafffd38.jpg,dog
dog__9a8262798f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\9a8262798f.jpg,dog
dog__9ac386dfb6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\9ac386dfb6.jpg,dog
dog__9aeb8c737b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\9aeb8c737b.jpg,dog
dog__9bd48a19a4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\9bd48a19a4.jpg,dog
dog__9efd18dd6c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\dog\9efd18dd6c.jpg,dog
flowers__3145692843_d46ba4703c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3145692843_d46ba4703c.jpg,flowers
flowers__3171577977_8608282f04_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3171577977_8608282f04_m.jpg,flowers
flowers__3179751458_9646d839f6_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3179751458_9646d839f6_n.jpg,flowers
flowers__3203779656_3580151ea4_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3203779656_3580151ea4_m.jpg,flowers
flowers__3208417632_19138d8e35_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3208417632_19138d8e35_n.jpg,flowers
flowers__3231873181_faf2da6382,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3231873181_faf2da6382.jpg,flowers
flowers__3236806990_a90c7bb520_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3236806990_a90c7bb520_m.jpg,flowers
flowers__3253243865_435c1f2c2b_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3253243865_435c1f2c2b_m.jpg,flowers
flowers__3264570182_c7ded528ba_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3264570182_c7ded528ba_m.jpg,flowers
flowers__3265902330_d8b1e44545,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3265902330_d8b1e44545.jpg,flowers
flowers__3268459296_a7346c6b2c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3268459296_a7346c6b2c.jpg,flowers
flowers__3276552939_8c31b22d3e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\3276552939_8c31b22d3e.jpg,flowers
flowers__4574451859_432c856b6e_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4574451859_432c856b6e_n.jpg,flowers
flowers__4574736702_b15ecf97d0_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4574736702_b15ecf97d0_m.jpg,flowers
flowers__4574737576_044403a997_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4574737576_044403a997_n.jpg,flowers
flowers__4575406391_7a62c5f90f_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4575406391_7a62c5f90f_n.jpg,flowers
flowers__4586018734_6de9c513c2,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4586018734_6de9c513c2.jpg,flowers
flowers__4588529727_4a79c61577,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4588529727_4a79c61577.jpg,flowers
flowers__4589787911_851cb80157_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4589787911_851cb80157_n.jpg,flowers
flowers__4598938531_9749b3b56a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4598938531_9749b3b56a.jpg,flowers
flowers__4601270210_60136f2b87_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4601270210_60136f2b87_n.jpg,flowers
flowers__4606893762_c2f26c7e91_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4606893762_c2f26c7e91_n.jpg,flowers
flowers__4607183665_3472643bc8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4607183665_3472643bc8.jpg,flowers
flowers__4610125337_50798408b8_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\4610125337_50798408b8_m.jpg,flowers
flowers__5435522104_1d6a61b431_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5435522104_1d6a61b431_n.jpg,flowers
flowers__5459481183_18d2d49e44_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5459481183_18d2d49e44_m.jpg,flowers
flowers__5512287917_9f5d3f0f98_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5512287917_9f5d3f0f98_n.jpg,flowers
flowers__5561775629_a2b709b3a4_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5561775629_a2b709b3a4_n.jpg,flowers
flowers__5574421625_61b1f49b3f_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5574421625_61b1f49b3f_m.jpg,flowers
flowers__5577555349_2e8490259b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5577555349_2e8490259b.jpg,flowers
flowers__5586977262_6b24412805_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5586977262_6b24412805_n.jpg,flowers
flowers__5602738326_97121e007d_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5602738326_97121e007d_n.jpg,flowers
flowers__5608389827_a42a46f760,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5608389827_a42a46f760.jpg,flowers
flowers__5623010186_796ca8d29a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5623010186_796ca8d29a.jpg,flowers
flowers__5626784099_b36dd3fb11_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5626784099_b36dd3fb11_n.jpg,flowers
flowers__5626895440_97a0ec04c2_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\5626895440_97a0ec04c2_n.jpg,flowers
flowers__6606741847_f0198d83ff,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606741847_f0198d83ff.jpg,flowers
flowers__6606743797_c90c669757,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606743797_c90c669757.jpg,flowers
flowers__6606746467_a668c8d417,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606746467_a668c8d417.jpg,flowers
flowers__6606749757_b98a4ba403,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606749757_b98a4ba403.jpg,flowers
flowers__6606753075_72ee32aa30_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606753075_72ee32aa30_m.jpg,flowers
flowers__6606806621_5267acdd38,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606806621_5267acdd38.jpg,flowers
flowers__6606809995_edee55b770_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606809995_edee55b770_m.jpg,flowers
flowers__6606813305_c992231d29_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606813305_c992231d29_m.jpg,flowers
flowers__6606815161_3c4372760f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606815161_3c4372760f.jpg,flowers
flowers__6606817351_10f6e43a09,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606817351_10f6e43a09.jpg,flowers
flowers__6606820461_952c450f90_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606820461_952c450f90_n.jpg,flowers
flowers__6606823367_e89dc52a95_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\6606823367_e89dc52a95_n.jpg,flowers
flowers__8673412732_f8fd690ee4_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8673412732_f8fd690ee4_n.jpg,flowers
flowers__8673416166_620fc18e2f_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8673416166_620fc18e2f_n.jpg,flowers
flowers__8673416556_639f5c88f1_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8673416556_639f5c88f1_n.jpg,flowers
flowers__8677713853_1312f65e71,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8677713853_1312f65e71.jpg,flowers
flowers__8681825637_837a63513a_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8681825637_837a63513a_n.jpg,flowers
flowers__8686013485_3c4dfbfd1f_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8686013485_3c4dfbfd1f_n.jpg,flowers
